Year,Month,Region,Org Code,Org Name,A0,A1,A2,A3,A4,A114,A5,A6,A111,A112,A113,A7,A8,A9,A10,A11,A12,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A126,A127,A128,A129,A130,A131,A17,A18,A19,A20,A21,A22,A23,A132,A133,A134,A135,A136,A137,A138,A139,A53,A54,A55,A56,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A74,A82,A83,A84,A78,A94,A95,A96,A115,A116,A117,A118,A75,A85,A86,A87,A79,A97,A98,A99,A119,A120,A121,A122,A76,A88,A89,A90,A80,A100,A101,A102,A77,A91,A92,A93,A81,A103,A104,A105,A49,A50,A51,A52,A13,A14,A15,A16,A106,A107,A108,A109,A110,A140,A141,A142,A143,A144,A145,A146,A147,A148,A124,A125,A57,A58,A59,A60,A61,A62,A63,A64,A65,A66,A67,A68,A69,A70,A71,A72,A73
2025,1,Midlands,Y60,Midlands,233742,172907,430928,2,1,1,10,41,967,2389,496,160197,16710,10525,80388,23441,853,8675818,519,919,6835148,649,1244,180333976,2243,4806,180130270,7684,18967,8587098,10067,25779,768,13738,5197,9228521,1776,3711,33099,4520,18312,12604,3080,7187,3488,37982,73668952,1940,5180,4677,16298,11003,6004,73327,9956,43815,127098,31364,23197,19402,14552,106663,84719,42636,24619,1570,874,203,116494,574,899,134,70790,528,1025,16373,8488534,518,917,7549,14222901,1884,3957,2014,3908497,1941,4231,70825,162202578,2290,4905,1174,8546281,7280,17273,553,5079672,9186,26789,2813,26202759,9315,20613,268,2896846,10809,28898,690,210015,304,526,9970,220675,22,37,233,354692,1522,3108,216,84131,305125050,3627,9592,66153,38368,20610,188646807,994,331,33,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2025,1,East of England,Y61,East of England,126047,91626,495213,5,0,8,44,106,598,6,3421,80431,8581,5267,42792,16832,606,4573340,533,1008,3598789,683,1255,106234049,2483,5531,126444850,7512,17854,7375717,12171,27827,235,3033,2592,14840850,5726,12359,10237,396,7606,9386,156,2079,854,16288,73954281,4540,10391,365,6708,6417,2798,39429,2371,28394,70194,19356,13501,11423,8206,69074,47661,31929,18740,1051,642,6,1901,317,498,3,212,71,89,8572,4571227,533,1009,3482,9421558,2706,5804,914,2061124,2255,5242,38396,94751367,2468,5496,344,4385306,12748,38312,159,1156383,7273,15545,784,12334226,15732,46083,89,1187654,13344,42062,617,202366,328,574,5839,260128,45,84,147,236240,1607,4228,142,38516,104432496,2711,6444,29793,15166,7378,52538209,3779,136,175,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2025,1,North West,Y62,North West,129755,101266,98467,1,0,0,0,37,508,228,1279,94594,10052,6421,49134,14736,1203,4834541,481,817,4154818,647,1129,105297371,2143,4393,104313737,7079,15259,8615842,7162,15397,1941,5844,3294,8441774,2563,5405,14417,1137,7836,149,605,4839,1,13077,27949955,2137,5206,727,5065,6120,1165,48016,5892,26269,80177,19447,15850,12449,10308,63021,51267,18668,12298,1692,1077,199,110978,558,992,89,45007,506,938,9764,4678556,479,812,6710,14966628,2230,4735,2596,5197468,2002,4511,39828,85133275,2138,4327,2079,15278141,7349,15195,1190,8917467,7494,17677,1430,16744432,11709,25954,353,5178134,14669,36959,373,114496,307,508,5781,188268,33,56,57,95665,1678,3489,46,50028,118406689,2367,4707,38685,19438,7218,50850413,4609,148,52,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2025,1,North East and Yorkshire,Y63,North East and Yorkshire,155308,102061,218163,2,0,0,13,53,755,3009,548,118613,13388,9206,60715,20036,680,6072124,454,786,4723554,513,907,102876933,1694,3668,96093338,4796,11055,3402873,5004,11223,922,4338,2509,5888111,2347,4960,16416,1508,2154,9960,1475,11279,934,16016,30680356,1916,3830,1481,3617,7302,3616,61879,8007,32311,102197,25384,19009,16990,12860,80823,64769,31576,21581,1230,750,430,215138,500,827,164,69033,421,834,12794,5787953,452,784,7765,13908611,1791,3877,1804,2324967,1289,2932,51146,86643355,1694,3658,2661,14772981,5552,12790,1060,5896291,5563,13275,3732,33842923,9068,20942,939,8544045,9099,23123,333,136242,409,662,8190,316429,39,66,63,80886,1284,2869,56,64311,111476919,1733,3508,39193,17560,6180,36899611,5820,336,74,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2025,2,Eng,Eng,England,1010323,733232,2333587,3,0,4,19,60,3899,4768,7505,700373,71988,47103,356014,123435,5444,34902993,485,858,27863180,592,1062,670215507,1883,3912,820966668,6651,15362,44333326,8144,18101,5027,33508,22167,91824944,4142,8815,114376,9317,50386,41139,6648,48025,7609,113495,298512618,2630,6140,8335,38069,48955,18136,345682,33333,206982,585997,148841,110773,95811,72611,494097,380501,215140,129745,8821,5544,1048,600261,573,1002,584,277683,475,915,70356,34025049,484,855,32600,59755042,1833,3786,10606,17476642,1648,3586,312808,592983823,1896,3933,10704,70402209,6577,14575,4591,29697816,6469,15635,10930,110185053,10081,22834,1857,18572594,10001,25025,3517,1273950,362,614,43272,1693703,39,68,745,1524622,2046,4191,665,365880,760349091,2078,4497,253054,113995,40640,305748387,16161,1440,1310,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2025,2,Y59,R1F,ISLE OF WIGHT NHS TRUST,3101,1502,7503,5,0,2,30,121,11,0,1,2529,116,81,1238,726,55,58307,503,855,47661,588,1098,1669364,1348,2643,2679938,3691,8439,265362,4825,9768,6,107,6,6892,1149,2262,223,12,21,49,12,178,37,.,.,.,.,.,.,.,.,1360,32,914,2306,219,186,154,132,1407,1330,881,783,66,56,2,971,486,672,0,0,.,.,114,57336,503,856,126,168072,1334,2762,12,40574,3381,5389,1100,1460718,1328,2571,134,544352,4062,8884,18,190346,10575,21893,17,185747,10926,20473,10,100727,10073,17183,3,1256,419,635,65,2833,44,85,3,3687,1229,1720,2,1382,1329293,962,1432,422,84,32,181489,23,0,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2025,2,Y56,RRU,LONDON AMBULANCE SERVICE NHS TRUST,158767,115858,162043,1,0,1,1,38,653,0,2010,108481,12719,8961,54067,13678,918,5520513,434,745,5250915,586,987,101465051,1877,3935,66799255,4884,11457,7274537,7924,15351,1417,2598,2308,5035060,2182,4510,22361,964,9274,.,200,11923,.,15079,24001706,1592,3259,808,3114,8314,2843,54700,3037,28383,86120,29367,23462,19945,16425,83302,60806,27152,15680,1421,1018,69,36006,522,909,24,11997,500,809,12626,5472510,433,744,3844,7310980,1902,3927,1297,2265488,1747,3724,48926,91888583,1878,3944,961,6444084,6706,14992,417,1830055,4389,11382,1270,10232189,8057,17241,111,818116,7370,15961,1045,355588,340,592,7500,389609,52,94,108,395715,3664,7630,94,54910,81200667,1479,2666,39050,16554,1062,12676886,1231,158,23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2025,2,Y63,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,45176,30725,10427,0,0,0,0,6,221,2441,2,36668,2894,1796,19318,8733,552,1132557,391,666,789623,440,745,25719624,1331,2724,30353097,3476,7912,2047779,3710,8725,.,1607,988,2044652,2069,4325,3390,7,73,497,158,3152,0,4332,8967030,2070,3702,78,961,2057,1236,20065,2668,10545,33278,5741,4294,3538,2683,24728,20635,14175,9305,966,574,48,21331,444,755,46,13953,303,589,2800,1097273,392,663,2473,3302039,1335,2573,582,602768,1036,1998,16263,21814817,1341,2765,1051,3735705,3554,7486,89,529757,5952,12542,1333,11385682,8541,14157,357,2163318,6060,13324,51,21596,423,585,1660,49499,30,53,0,0,.,.,0,18408,23467635,1275,2318,9993,2913,724,4074167,4027,160,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2025,2,Y62,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,113675,88583,33105,0,0,0,0,10,422,187,1124,85028,8945,5773,43626,13881,1095,4034465,451,768,3281695,568,972,75015568,1720,3409,89335699,6436,13761,7512952,6861,15763,1691,4756,2737,7451229,2722,5855,12881,977,6766,120,499,4639,0,10340,24909089,2409,6014,657,3942,4629,1112,43826,5178,23143,72147,17974,14707,11514,9602,55807,45541,17812,11636,1431,923,170,102075,600,1012,96,46753,487,826,8679,3885637,448,759,5478,9645934,1761,3601,2453,3848664,1569,3453,35695,61520970,1724,3377,1902,12594794,6622,14459,1059,6515147,6152,14165,1293,12194629,9431,20232,346,4723445,13652,31619,307,92115,300,551,5181,169392,33,57,76,123449,1624,2941,66,46331,90176551,1946,3627,33940,15021,4682,30580442,3350,158,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2025,2,Y63,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,95114,61661,247886,4,0,1,28,95,406,76,589,70125,9192,6645,34333,10274,34,4441079,483,834,3552591,535,940,61638679,1795,3939,52397433,5100,11595,148180,4358,11828,760,2086,1231,3176783,2581,5529,11457,1419,1899,7885,1249,6890,859,8870,16761085,1890,3888,1183,2168,4008,1511,35822,4560,18286,58668,16667,12423,11809,8862,45714,35814,16054,10992,80,74,295,154246,523,882,116,51551,444,888,8781,4235282,482,829,4185,8313938,1987,4292,1047,1664405,1590,3978,29101,51660336,1775,3859,1441,10421780,7232,17051,973,6992088,7186,19001,1943,22163405,11407,27862,478,4998981,10458,27198,194,69079,356,551,5545,234021,42,71,73,115028,1576,4160,65,40115,59736000,1489,2830,23626,9504,2300,14566040,699,142,94,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2025,2,Y60,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,90909,70138,474078,7,2,7,37,101,452,2026,542,64656,5927,3737,34819,8833,415,3176046,536,936,3053511,817,1615,78504173,2255,4629,78724350,8913,21570,4252226,10246,25035,600,6718,2056,2227620,1083,2082,12542,1985,5284,1924,2506,2767,2294,14185,19573869,1380,1779,1947,6819,2361,3058,29319,4395,18400,52114,11871,8936,7373,5710,44869,37149,14544,9455,622,439,0,0,.,.,12,5014,418,694,5915,3171032,536,937,1552,3663284,2360,4907,811,1564365,1929,4151,32456,73276524,2258,4627,5,12974,2595,4561,213,1993508,9359,23688,1390,10585748,7616,14806,44,407909,9271,22703,167,50492,302,513,3281,64494,20,32,47,95330,2028,4164,37,34947,85211760,2438,5057,26684,14184,5417,38263826,0,131,117,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2025,2,Y60,RYA,WEST MIDLANDS AMBULANCE SERVICE UNIVERSITY NHS FOUNDATION TRUST,119224,85527,24202,0,0,0,0,9,419,0,22,80853,8703,5595,38163,13898,276,4194900,482,843,2767641,495,886,59489613,1559,3387,93202770,6706,16291,1978901,7170,18493,0,5011,2810,6285507,2237,5193,16641,2354,9815,10035,491,3981,1031,19212,44821705,2333,8002,2308,6849,7489,2566,37790,4937,21485,64212,15583,11311,9863,7174,51174,39427,27577,14328,710,272,187,104478,559,991,117,52798,451,908,8399,4037624,481,842,4962,7273161,1466,3022,1101,1545965,1404,2998,32100,50670487,1579,3455,1132,8090646,7147,16077,311,1478519,4754,10980,1182,11917526,10083,23887,180,1856465,10314,30533,392,120503,307,553,5439,127835,24,39,183,233636,1277,2460,169,41966,154738478,3687,10136,31926,17790,10410,98036143,811,159,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2025,2,Y61,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,114260,82410,360918,4,0,0,33,104,491,3,3109,73039,7520,4762,38514,15625,522,3947796,525,981,3232651,679,1242,85321578,2215,4724,115235172,7375,17729,6555451,12558,29963,191,2951,2540,17036156,6707,11780,9605,386,7061,9255,155,2003,851,15591,72253466,4634,9345,334,6144,5929,3184,35896,2121,25417,63434,16826,11835,10465,7463,62252,42916,30876,17389,889,540,11,6748,613,1094,3,1323,441,895,7506,3939725,525,981,2976,7144589,2401,4892,842,1696847,2015,4392,34696,76480142,2204,4713,339,3371829,9946,26972,122,1045835,8572,22120,693,12202193,17608,49409,96,1052694,10966,33188,492,184238,374,630,5069,222960,44,83,122,229729,1883,4287,113,35030,81651246,2331,5148,26294,12209,5401,35778881,3225,138,167,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2025,2,Y59,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,91062,71930,388899,5,1,3,37,92,268,15,18,60044,4614,2833,30283,12721,604,2306889,500,926,1647636,582,1073,54859675,1812,3613,103403191,8129,18203,5038743,8342,16383,0,3178,4371,33856455,7746,17096,9385,503,3508,5731,507,4867,1523,14112,44855802,3179,7775,492,4007,7922,1691,31160,1178,18321,50659,10892,6992,6635,4317,42375,31723,23807,13339,1124,626,60,36185,603,1066,79,53872,682,1240,4475,2216832,495,919,2503,3829875,1530,3098,1213,1999751,1649,3420,26567,49030049,1846,3671,1041,8244969,7920,17480,499,4459129,8936,21734,838,9044078,10792,25306,109,1287508,11812,26835,3,1527,509,594,2929,157614,54,67,32,48644,1520,2524,28,30938,37629046,1216,2187,17855,4837,660,4445444,2136,144,86,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2025,2,Y59,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,77235,47303,558897,12,1,43,87,156,193,20,10,49515,3476,2192,23775,12297,727,1751704,504,916,1276746,582,1045,34572825,1454,2748,85932665,6988,14570,6761888,9301,19216,80,2182,448,1247063,2784,5895,6935,149,1188,751,540,5058,1014,877,2143573,2444,4979,33,461,295,88,24416,1969,16195,42580,6811,5160,4270,3239,30076,24777,18883,13083,1065,761,199,131895,663,1228,84,37086,442,974,3193,1582723,496,890,2125,2966375,1396,2605,423,535298,1265,2477,21227,31071152,1464,2767,1982,11249232,5676,10524,724,3638183,5025,9430,194,2478587,12776,19563,81,699840,8640,19251,271,92178,340,600,2295,104009,45,97,30,128794,4293,7868,27,27199,33025234,1214,2073,15648,3880,591,4028374,484,91,794,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2025,2,Y58,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,101800,77595,65629,1,0,1,1,22,363,0,78,69435,7882,4728,37878,12769,246,4338737,550,1018,2962510,627,1199,91959357,2428,5097,102903098,8059,19532,2497307,10152,26159,282,2314,2672,13457527,5036,11866,8956,561,5497,4892,331,2567,0,10897,40225293,3691,8836,495,3604,5951,847,31328,3258,25893,60479,16890,11467,10245,7004,52393,40383,23379,13755,447,261,7,6326,904,1685,7,3336,477,1194,7868,4329075,550,1017,2376,6136795,2583,5671,825,1712517,2076,4583,34677,84110045,2426,5071,716,5691844,7950,19625,166,1025249,6176,19304,777,7795269,10033,25884,45,463591,10302,36994,592,285378,482,769,4308,171437,40,70,71,150610,2121,3951,64,34654,112183181,3237,7688,27616,17019,9361,63116695,175,159,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2025,2,London,Y56,London,158767,115858,162043,1,0,1,1,38,653,0,2010,108481,12719,8961,54067,13678,918,5520513,434,745,5250915,586,987,101465051,1877,3935,66799255,4884,11457,7274537,7924,15351,1417,2598,2308,5035060,2182,4510,22361,964,9274,.,200,11923,.,15079,24001706,1592,3259,808,3114,8314,2843,54700,3037,28383,86120,29367,23462,19945,16425,83302,60806,27152,15680,1421,1018,69,36006,522,909,24,11997,500,809,12626,5472510,433,744,3844,7310980,1902,3927,1297,2265488,1747,3724,48926,91888583,1878,3944,961,6444084,6706,14992,417,1830055,4389,11382,1270,10232189,8057,17241,111,818116,7370,15961,1045,355588,340,592,7500,389609,52,94,108,395715,3664,7630,94,54910,81200667,1479,2666,39050,16554,1062,12676886,1231,158,23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2025,2,South West,Y58,South West,101800,77595,65629,1,0,1,1,22,363,0,78,69435,7882,4728,37878,12769,246,4338737,550,1018,2962510,627,1199,91959357,2428,5097,102903098,8059,19532,2497307,10152,26159,282,2314,2672,13457527,5036,11866,8956,561,5497,4892,331,2567,0,10897,40225293,3691,8836,495,3604,5951,847,31328,3258,25893,60479,16890,11467,10245,7004,52393,40383,23379,13755,447,261,7,6326,904,1685,7,3336,477,1194,7868,4329075,550,1017,2376,6136795,2583,5671,825,1712517,2076,4583,34677,84110045,2426,5071,716,5691844,7950,19625,166,1025249,6176,19304,777,7795269,10033,25884,45,463591,10302,36994,592,285378,482,769,4308,171437,40,70,71,150610,2121,3951,64,34654,112183181,3237,7688,27616,17019,9361,63116695,175,159,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2025,2,South East,Y59,South East,171398,120735,955299,8,1,19,57,117,472,35,29,112088,8206,5106,55296,25744,1386,4116900,502,921,2972043,582,1061,91101864,1648,3219,192015794,7459,16192,12065993,8706,17606,86,5467,4825,35110410,7277,16038,16543,664,4717,6531,1059,10103,2574,14989,46999375,3136,7611,525,4468,8217,1779,56936,3179,35430,95545,17922,12338,11059,7688,73858,57830,43571,27205,2255,1443,261,169051,648,1186,163,90958,558,1103,7782,3856891,496,906,4754,6964322,1465,2869,1648,2575623,1563,3192,48894,81561919,1668,3254,3157,20038553,6347,12748,1241,8287658,6678,14558,1049,11708412,11161,24166,200,2088075,10440,23281,277,94961,343,600,5289,264456,50,80,65,181125,2787,4953,57,59519,71983573,1209,2117,33925,8801,1283,8655307,2643,235,886,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2025,2,Midlands,Y60,Midlands,210133,155665,498280,3,1,3,17,50,871,2026,564,145509,14630,9332,72982,22731,691,7370946,504,881,5821152,624,1178,137993786,1891,3980,171927120,7564,18342,6231127,9018,22422,600,11729,4866,8513127,1750,3879,29183,4339,15099,11959,2997,6748,3325,33397,64395574,1928,5359,4255,13668,9850,5624,67109,9332,39885,116326,27454,20247,17236,12884,96043,76576,42121,23783,1332,711,187,104478,559,991,129,57812,448,888,14314,7208656,504,881,6514,10936445,1679,3471,1912,3110330,1627,3487,64556,123947011,1920,4044,1137,8103620,7127,16026,524,3472027,6626,16146,2572,22503274,8749,18979,224,2264374,10109,28995,559,170995,306,541,8720,192329,22,36,230,328966,1430,2808,206,76913,239950238,3120,7828,58610,31974,15827,136299969,811,290,126,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2025,2,East of England,Y61,East of England,114260,82410,360918,4,0,0,33,104,491,3,3109,73039,7520,4762,38514,15625,522,3947796,525,981,3232651,679,1242,85321578,2215,4724,115235172,7375,17729,6555451,12558,29963,191,2951,2540,17036156,6707,11780,9605,386,7061,9255,155,2003,851,15591,72253466,4634,9345,334,6144,5929,3184,35896,2121,25417,63434,16826,11835,10465,7463,62252,42916,30876,17389,889,540,11,6748,613,1094,3,1323,441,895,7506,3939725,525,981,2976,7144589,2401,4892,842,1696847,2015,4392,34696,76480142,2204,4713,339,3371829,9946,26972,122,1045835,8572,22120,693,12202193,17608,49409,96,1052694,10966,33188,492,184238,374,630,5069,222960,44,83,122,229729,1883,4287,113,35030,81651246,2331,5148,26294,12209,5401,35778881,3225,138,167,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2025,2,North West,Y62,North West,113675,88583,33105,0,0,0,0,10,422,187,1124,85028,8945,5773,43626,13881,1095,4034465,451,768,3281695,568,972,75015568,1720,3409,89335699,6436,13761,7512952,6861,15763,1691,4756,2737,7451229,2722,5855,12881,977,6766,120,499,4639,0,10340,24909089,2409,6014,657,3942,4629,1112,43826,5178,23143,72147,17974,14707,11514,9602,55807,45541,17812,11636,1431,923,170,102075,600,1012,96,46753,487,826,8679,3885637,448,759,5478,9645934,1761,3601,2453,3848664,1569,3453,35695,61520970,1724,3377,1902,12594794,6622,14459,1059,6515147,6152,14165,1293,12194629,9431,20232,346,4723445,13652,31619,307,92115,300,551,5181,169392,33,57,76,123449,1624,2941,66,46331,90176551,1946,3627,33940,15021,4682,30580442,3350,158,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2025,2,North East and Yorkshire,Y63,North East and Yorkshire,140290,92386,258313,3,0,1,19,65,627,2517,591,106793,12086,8441,53651,19007,586,5573636,461,794,4342214,514,899,87358303,1628,3502,82750530,4354,9903,2195959,3747,8905,760,3693,2219,5221435,2353,4993,14847,1426,1972,8382,1407,10042,859,13202,25728115,1949,3827,1261,3129,6065,2747,55887,7228,28831,91946,22408,16717,15347,11545,70442,56449,30229,20297,1046,648,343,175577,512,864,162,65504,404,803,11581,5332555,460,789,6658,11615977,1745,3654,1629,2267173,1392,3271,45364,73475153,1620,3467,2492,14157485,5681,13017,1062,7521845,7083,18460,3276,33549087,10241,22285,835,7162299,8578,21266,245,90675,370,558,7205,283520,39,67,73,115028,1576,4160,65,58523,83203635,1422,2669,33619,12417,3024,18640207,4726,302,94,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2025,3,Eng,Eng,England,1095963,795278,1844673,2,0,1,11,48,4193,5098,8361,772423,79181,51963,391619,140056,6165,37347519,472,836,30069189,579,1048,670878140,1713,3507,808252668,5771,13139,43172890,7003,15322,5495,36022,25705,90336042,3514,7728,123413,9324,52910,46173,7122,54057,8503,125174,297603672,2378,5570,8754,40609,54304,21507,385807,36740,226463,649010,163387,121862,105790,80160,540107,419555,242783,147780,9982,6376,1133,631884,558,989,625,285182,456,937,77423,36430453,471,832,34135,56145619,1645,3344,11580,16900250,1459,3185,345904,597832271,1728,3532,11666,67623291,5797,12945,5214,29398674,5638,13277,11698,104725192,8952,21194,2121,19948348,9405,23543,3772,1300984,345,594,48219,1829871,38,65,849,1656454,1951,4016,747,408452,767405695,1879,3878,274000,113867,37332,272910075,17120,905,740,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2025,3,Y59,R1F,ISLE OF WIGHT NHS TRUST,3518,1827,10884,6,0,10,47,121,12,0,0,2710,144,91,1315,753,34,67725,470,925,51094,561,1052,1852926,1409,2847,2791065,3707,8645,157572,4634,10709,13,127,6,7380,1230,1977,273,5,37,47,16,215,64,.,.,.,.,.,.,.,.,1531,38,868,2437,258,224,168,149,1554,1440,878,804,39,35,3,818,273,586,0,0,.,.,141,66907,475,931,96,134089,1397,2917,24,115446,4810,8970,1195,1603391,1342,2674,151,688152,4557,9039,27,229120,8486,13464,23,374146,16267,38097,12,121411,10118,14440,8,1669,209,299,91,3661,40,76,3,17736,5912,12779,2,1546,1655731,1071,1769,551,150,52,284373,36,0,17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2025,3,Y56,RRU,LONDON AMBULANCE SERVICE NHS TRUST,172157,125034,152869,1,0,1,1,31,689,0,2169,119056,13684,9774,58327,16007,1101,5722283,418,719,5556512,568,964,101440640,1739,3628,65801551,4111,9624,7445249,6762,13175,1456,2619,2624,4958868,1890,3831,24711,916,9857,.,197,13741,.,17323,23412644,1352,2725,749,3311,9914,3349,60440,3317,30588,94345,31243,25161,21637,17920,89898,65774,29831,18284,1702,1216,79,49510,627,1155,24,13690,570,1093,13581,5659083,417,715,4108,7100088,1728,3577,1324,2035773,1538,3384,52895,92304779,1745,3637,1119,6413683,5732,12720,517,1766041,3416,8098,1321,9318770,7054,15454,108,657482,6088,13860,1084,356537,329,576,8187,404207,49,87,141,469832,3332,6880,119,60764,86170314,1418,2565,42452,16642,894,11815769,1308,95,42,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2025,3,Y63,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,50494,33910,22022,1,0,0,2,11,290,2586,6,41048,3281,2089,21608,9885,606,1241268,378,644,893707,428,739,27090713,1254,2538,31173389,3154,7112,2265159,3738,8167,.,1867,957,2248067,2349,5298,3799,9,90,530,163,3537,0,4715,9309698,1974,3635,95,1139,2176,1305,22327,2919,12003,37249,6354,4762,4060,3031,27776,23229,16042,10546,1052,637,50,27361,547,872,73,24520,336,663,3158,1189387,377,640,2492,2966799,1191,2312,662,662609,1001,1907,18454,23461305,1271,2590,1147,3434368,2994,6572,105,500012,4762,9568,1371,8973142,6545,13923,386,2315412,5998,13672,47,20728,441,628,1912,57423,30,53,0,0,.,.,0,20558,23382290,1137,1989,10436,2515,441,2548925,4476,94,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2025,3,Y62,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,124301,96717,77214,1,0,0,0,29,458,187,1343,94138,10011,6437,47798,15853,1148,4360294,436,739,3596963,559,966,73184202,1531,2986,93331459,5887,12623,7357945,6409,14996,1893,5209,3177,8471479,2667,5374,14183,976,7499,73,523,5185,0,11385,26402293,2319,5883,640,4282,5224,1239,48720,5614,25621,79955,20177,16622,12991,10840,60492,50150,21009,13902,1538,1005,166,76965,464,845,98,47251,482,836,9747,4236078,435,737,5784,8690060,1502,2930,2593,3560316,1373,2888,39421,60933826,1546,2993,2096,11641765,5554,11888,1300,7463646,5741,13126,1328,12217636,9200,19654,421,4898226,11635,27199,350,99223,283,485,5813,195953,34,59,84,123471,1470,3482,70,51514,92586523,1797,3245,36838,15326,4205,27621706,3508,97,16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2025,3,Y63,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,104209,67896,276299,4,0,1,27,97,485,92,684,75758,10121,7345,37407,11041,50,4852399,479,831,3928249,535,943,63321416,1693,3661,54744936,4958,11556,122941,2459,6193,831,2199,1471,3706009,2519,5418,12018,1463,1833,8637,1309,7413,928,9857,18602448,1887,3977,1280,2244,4528,1805,39528,5059,19153,63740,18248,13552,12983,9714,50239,39042,17909,11757,119,77,320,162876,509,891,96,39583,412,780,9705,4649940,479,829,4320,7970635,1845,4063,1239,1695679,1369,3487,31848,53655102,1685,3616,1505,10463176,6952,16200,987,6395136,6479,16356,2047,20815980,10169,25220,582,6315519,10851,27822,237,97460,411,651,6283,263750,42,71,73,113697,1557,2872,62,44259,59783868,1351,2555,24675,8966,1859,11744484,796,81,147,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2025,3,Y60,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,99740,77557,390678,5,2,3,20,78,430,2202,533,71050,6536,4213,37886,10287,507,3380964,517,897,3377770,802,1653,78373285,2069,4166,80296618,7806,18179,4120486,8127,18804,709,7269,2545,3932939,1545,4493,13431,1960,5375,1915,2654,3442,2415,15173,21448655,1414,2849,2232,7363,2521,3057,32895,4800,19924,57619,13004,9852,8291,6448,48603,40613,17059,11100,728,523,0,0,.,.,9,4691,521,1064,6527,3376273,517,897,1595,3233391,2027,4086,912,1571061,1723,3908,35379,73568833,2079,4179,9,111557,12395,28636,262,2069737,7900,20273,1520,10702107,7041,14790,61,697485,11434,27935,178,51847,291,450,3648,69310,19,30,69,160406,2325,4556,58,38736,79269312,2046,3851,28371,13081,4292,29373132,1,89,34,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
